source,day_type,service_hour,slot_5min,minute,pickup_count,hour_total_pickups,slot_ratio
nyc_tlc_yellow_202501_202603_manhattan,weekday,23,8,40,111337,1478090,0.07532491
nyc_tlc_yellow_202501_202603_manhattan,weekday,23,9,45,107332,1478090,0.07261533
nyc_tlc_yellow_202501_202603_manhattan,weekday,23,10,50,103983,1478090,0.07034957
nyc_tlc_yellow_202501_202603_manhattan,weekday,23,11,55,101081,1478090,0.06838623
nyc_tlc_yellow_202501_202603_manhattan,weekend,0,0,0,78869,882525,0.08936744
nyc_tlc_yellow_202501_202603_manhattan,weekend,0,1,5,79030,882525,0.08954987
nyc_tlc_yellow_202501_202603_manhattan,weekend,0,2,10,78088,882525,0.08848248
nyc_tlc_yellow_202501_202603_manhattan,weekend,0,3,15,77163,882525,0.08743435
nyc_tlc_yellow_202501_202603_manhattan,weekend,0,4,20,75881,882525,0.0859817
nyc_tlc_yellow_202501_202603_manhattan,weekend,0,5,25,73992,882525,0.08384125
nyc_tlc_yellow_202501_202603_manhattan,weekend,0,6,30,73307,882525,0.08306507
nyc_tlc_yellow_202501_202603_manhattan,weekend,0,7,35,71344,882525,0.08084077
nyc_tlc_yellow_202501_202603_manhattan,weekend,0,8,40,70833,882525,0.08026175
nyc_tlc_yellow_202501_202603_manhattan,weekend,0,9,45,69383,882525,0.07861874
nyc_tlc_yellow_202501_202603_manhattan,weekend,0,10,50,68137,882525,0.07720688
nyc_tlc_yellow_202501_202603_manhattan,weekend,0,11,55,66498,882525,0.07534971
nyc_tlc_yellow_202501_202603_manhattan,weekend,1,0,0,65992,712539,0.09261528
nyc_tlc_yellow_202501_202603_manhattan,weekend,1,1,5,65424,712539,0.09181813
nyc_tlc_yellow_202501_202603_manhattan,weekend,1,2,10,63833,712539,0.08958527
nyc_tlc_yellow_202501_202603_manhattan,weekend,1,3,15,62822,712539,0.0881664
nyc_tlc_yellow_202501_202603_manhattan,weekend,1,4,20,61750,712539,0.08666192
nyc_tlc_yellow_202501_202603_manhattan,weekend,1,5,25,60230,712539,0.08452871
nyc_tlc_yellow_202501_202603_manhattan,weekend,1,6,30,58571,712539,0.08220041
nyc_tlc_yellow_202501_202603_manhattan,weekend,1,7,35,57223,712539,0.08030859
nyc_tlc_yellow_202501_202603_manhattan,weekend,1,8,40,55537,712539,0.0779424
nyc_tlc_yellow_202501_202603_manhattan,weekend,1,9,45,54723,712539,0.07680001
nyc_tlc_yellow_202501_202603_manhattan,weekend,1,10,50,53611,712539,0.07523939
nyc_tlc_yellow_202501_202603_manhattan,weekend,1,11,55,52823,712539,0.07413349
nyc_tlc_yellow_202501_202603_manhattan,weekend,2,0,0,50976,504990,0.10094457
nyc_tlc_yellow_202501_202603_manhattan,weekend,2,1,5,50176,504990,0.09936038
nyc_tlc_yellow_202501_202603_manhattan,weekend,2,2,10,48005,504990,0.09506129
nyc_tlc_yellow_202501_202603_manhattan,weekend,2,3,15,46148,504990,0.09138399
nyc_tlc_yellow_202501_202603_manhattan,weekend,2,4,20,44395,504990,0.08791263
nyc_tlc_yellow_202501_202603_manhattan,weekend,2,5,25,42455,504990,0.08407097
nyc_tlc_yellow_202501_202603_manhattan,weekend,2,6,30,40697,504990,0.08058971
nyc_tlc_yellow_202501_202603_manhattan,weekend,2,7,35,38934,504990,0.07709856
nyc_tlc_yellow_202501_202603_manhattan,weekend,2,8,40,37569,504990,0.07439553
nyc_tlc_yellow_202501_202603_manhattan,weekend,2,9,45,36422,504990,0.0721242
nyc_tlc_yellow_202501_202603_manhattan,weekend,2,10,50,35073,504990,0.06945286
nyc_tlc_yellow_202501_202603_manhattan,weekend,2,11,55,34140,504990,0.0676053
nyc_tlc_yellow_202501_202603_manhattan,weekend,3,0,0,33906,338623,0.10012905
nyc_tlc_yellow_202501_202603_manhattan,weekend,3,1,5,33441,338623,0.09875584
nyc_tlc_yellow_202501_202603_manhattan,weekend,3,2,10,32152,338623,0.09494925
nyc_tlc_yellow_202501_202603_manhattan,weekend,3,3,15,29686,338623,0.08766682
nyc_tlc_yellow_202501_202603_manhattan,weekend,3,4,20,28786,338623,0.08500899
nyc_tlc_yellow_202501_202603_manhattan,weekend,3,5,25,27650,338623,0.08165423
nyc_tlc_yellow_202501_202603_manhattan,weekend,3,6,30,26618,338623,0.07860659
nyc_tlc_yellow_202501_202603_manhattan,weekend,3,7,35,26208,338623,0.07739581
nyc_tlc_yellow_202501_202603_manhattan,weekend,3,8,40,25276,338623,0.07464348
nyc_tlc_yellow_202501_202603_manhattan,weekend,3,9,45,25020,338623,0.07388748
nyc_tlc_yellow_202501_202603_manhattan,weekend,3,10,50,25122,338623,0.0741887
nyc_tlc_yellow_202501_202603_manhattan,weekend,3,11,55,24758,338623,0.07311376
nyc_tlc_yellow_202501_202603_manhattan,weekend,4,0,0,25292,195977,0.12905596
nyc_tlc_yellow_202501_202603_manhattan,weekend,4,1,5,24324,195977,0.12411661
nyc_tlc_yellow_202501_202603_manhattan,weekend,4,2,10,22450,195977,0.11455426
nyc_tlc_yellow_202501_202603_manhattan,weekend,4,3,15,20223,195977,0.10319068
nyc_tlc_yellow_202501_202603_manhattan,weekend,4,4,20,17952,195977,0.09160259
nyc_tlc_yellow_202501_202603_manhattan,weekend,4,5,25,16036,195977,0.08182593
nyc_tlc_yellow_202501_202603_manhattan,weekend,4,6,30,14543,195977,0.07420769
nyc_tlc_yellow_202501_202603_manhattan,weekend,4,7,35,13153,195977,0.06711502
nyc_tlc_yellow_202501_202603_manhattan,weekend,4,8,40,12005,195977,0.06125719
nyc_tlc_yellow_202501_202603_manhattan,weekend,4,9,45,10819,195977,0.05520546
nyc_tlc_yellow_202501_202603_manhattan,weekend,4,10,50,9954,195977,0.05079167
nyc_tlc_yellow_202501_202603_manhattan,weekend,4,11,55,9226,195977,0.04707695
nyc_tlc_yellow_202501_202603_manhattan,weekend,5,0,0,8913,86309,0.10326849
nyc_tlc_yellow_202501_202603_manhattan,weekend,5,1,5,8568,86309,0.09927122
nyc_tlc_yellow_202501_202603_manhattan,weekend,5,2,10,7926,86309,0.09183283
nyc_tlc_yellow_202501_202603_manhattan,weekend,5,3,15,7482,86309,0.08668853
nyc_tlc_yellow_202501_202603_manhattan,weekend,5,4,20,6949,86309,0.08051304
nyc_tlc_yellow_202501_202603_manhattan,weekend,5,5,25,6804,86309,0.07883303
nyc_tlc_yellow_202501_202603_manhattan,weekend,5,6,30,6912,86309,0.08008435
nyc_tlc_yellow_202501_202603_manhattan,weekend,5,7,35,6595,86309,0.0764115
nyc_tlc_yellow_202501_202603_manhattan,weekend,5,8,40,6512,86309,0.07544984
nyc_tlc_yellow_202501_202603_manhattan,weekend,5,9,45,6613,86309,0.07662005
nyc_tlc_yellow_202501_202603_manhattan,weekend,5,10,50,6459,86309,0.07483576
nyc_tlc_yellow_202501_202603_manhattan,weekend,5,11,55,6576,86309,0.07619136
nyc_tlc_yellow_202501_202603_manhattan,weekend,6,0,0,6807,116226,0.05856693
nyc_tlc_yellow_202501_202603_manhattan,weekend,6,1,5,7185,116226,0.06181921
nyc_tlc_yellow_202501_202603_manhattan,weekend,6,2,10,7541,116226,0.06488221
nyc_tlc_yellow_202501_202603_manhattan,weekend,6,3,15,7849,116226,0.06753222
nyc_tlc_yellow_202501_202603_manhattan,weekend,6,4,20,8468,116226,0.07285805
nyc_tlc_yellow_202501_202603_manhattan,weekend,6,5,25,9366,116226,0.08058438
nyc_tlc_yellow_202501_202603_manhattan,weekend,6,6,30,10529,116226,0.09059075
nyc_tlc_yellow_202501_202603_manhattan,weekend,6,7,35,11627,116226,0.10003786
nyc_tlc_yellow_202501_202603_manhattan,weekend,6,8,40,12075,116226,0.10389242
nyc_tlc_yellow_202501_202603_manhattan,weekend,6,9,45,11996,116226,0.10321271
nyc_tlc_yellow_202501_202603_manhattan,weekend,6,10,50,11577,116226,0.09960766
nyc_tlc_yellow_202501_202603_manhattan,weekend,6,11,55,11206,116226,0.0964156
nyc_tlc_yellow_202501_202603_manhattan,weekend,7,0,0,10932,168744,0.06478453
nyc_tlc_yellow_202501_202603_manhattan,weekend,7,1,5,11135,168744,0.06598753
nyc_tlc_yellow_202501_202603_manhattan,weekend,7,2,10,11349,168744,0.06725572
nyc_tlc_yellow_202501_202603_manhattan,weekend,7,3,15,11820,168744,0.07004694
nyc_tlc_yellow_202501_202603_manhattan,weekend,7,4,20,12017,168744,0.07121438
nyc_tlc_yellow_202501_202603_manhattan,weekend,7,5,25,12676,168744,0.07511971
nyc_tlc_yellow_202501_202603_manhattan,weekend,7,6,30,14028,168744,0.08313184
nyc_tlc_yellow_202501_202603_manhattan,weekend,7,7,35,15326,168744,0.09082397
nyc_tlc_yellow_202501_202603_manhattan,weekend,7,8,40,17091,168744,0.1012836
nyc_tlc_yellow_202501_202603_manhattan,weekend,7,9,45,18170,168744,0.1076779
nyc_tlc_yellow_202501_202603_manhattan,weekend,7,10,50,17464,168744,0.10349405
nyc_tlc_yellow_202501_202603_manhattan,weekend,7,11,55,16736,168744,0.09917982
nyc_tlc_yellow_202501_202603_manhattan,weekend,8,0,0,16797,272092,0.0617328
nyc_tlc_yellow_202501_202603_manhattan,weekend,8,1,5,17477,272092,0.06423195
nyc_tlc_yellow_202501_202603_manhattan,weekend,8,2,10,18663,272092,0.06859077
nyc_tlc_yellow_202501_202603_manhattan,weekend,8,3,15,19444,272092,0.07146112
nyc_tlc_yellow_202501_202603_manhattan,weekend,8,4,20,20050,272092,0.07368831
nyc_tlc_yellow_202501_202603_manhattan,weekend,8,5,25,20463,272092,0.07520618
nyc_tlc_yellow_202501_202603_manhattan,weekend,8,6,30,22474,272092,0.08259706
nyc_tlc_yellow_202501_202603_manhattan,weekend,8,7,35,24756,272092,0.09098393
nyc_tlc_yellow_202501_202603_manhattan,weekend,8,8,40,26797,272092,0.09848507
nyc_tlc_yellow_202501_202603_manhattan,weekend,8,9,45,28529,272092,0.10485057
nyc_tlc_yellow_202501_202603_manhattan,weekend,8,10,50,28992,272092,0.1065522
nyc_tlc_yellow_202501_202603_manhattan,weekend,8,11,55,27650,272092,0.10162004
nyc_tlc_yellow_202501_202603_manhattan,weekend,9,0,0,26683,426795,0.06251948
nyc_tlc_yellow_202501_202603_manhattan,weekend,9,1,5,27573,426795,0.06460479
nyc_tlc_yellow_202501_202603_manhattan,weekend,9,2,10,29233,426795,0.06849424
nyc_tlc_yellow_202501_202603_manhattan,weekend,9,3,15,31527,426795,0.07386919
nyc_tlc_yellow_202501_202603_manhattan,weekend,9,4,20,32992,426795,0.07730175
nyc_tlc_yellow_202501_202603_manhattan,weekend,9,5,25,33545,426795,0.07859745
nyc_tlc_yellow_202501_202603_manhattan,weekend,9,6,30,34463,426795,0.08074837
nyc_tlc_yellow_202501_202603_manhattan,weekend,9,7,35,38010,426795,0.08905915
nyc_tlc_yellow_202501_202603_manhattan,weekend,9,8,40,40921,426795,0.09587975
nyc_tlc_yellow_202501_202603_manhattan,weekend,9,9,45,43800,426795,0.10262538
nyc_tlc_yellow_202501_202603_manhattan,weekend,9,10,50,45054,426795,0.10556356
nyc_tlc_yellow_202501_202603_manhattan,weekend,9,11,55,42994,426795,0.10073689
nyc_tlc_yellow_202501_202603_manhattan,weekend,10,0,0,40489,571243,0.07087877
nyc_tlc_yellow_202501_202603_manhattan,weekend,10,1,5,41273,571243,0.07225121
nyc_tlc_yellow_202501_202603_manhattan,weekend,10,2,10,42930,571243,0.07515191
nyc_tlc_yellow_202501_202603_manhattan,weekend,10,3,15,44209,571243,0.07739088
nyc_tlc_yellow_202501_202603_manhattan,weekend,10,4,20,45100,571243,0.07895064
nyc_tlc_yellow_202501_202603_manhattan,weekend,10,5,25,45013,571243,0.07879834
nyc_tlc_yellow_202501_202603_manhattan,weekend,10,6,30,46068,571243,0.08064519
nyc_tlc_yellow_202501_202603_manhattan,weekend,10,7,35,49325,571243,0.08634679
nyc_tlc_yellow_202501_202603_manhattan,weekend,10,8,40,52609,571243,0.09209566
nyc_tlc_yellow_202501_202603_manhattan,weekend,10,9,45,54908,571243,0.09612022
nyc_tlc_yellow_202501_202603_manhattan,weekend,10,10,50,55322,571243,0.09684495
nyc_tlc_yellow_202501_202603_manhattan,weekend,10,11,55,53997,571243,0.09452545
nyc_tlc_yellow_202501_202603_manhattan,weekend,11,0,0,52513,683492,0.07683045
nyc_tlc_yellow_202501_202603_manhattan,weekend,11,1,5,53041,683492,0.07760296
nyc_tlc_yellow_202501_202603_manhattan,weekend,11,2,10,53414,683492,0.07814868
nyc_tlc_yellow_202501_202603_manhattan,weekend,11,3,15,54507,683492,0.07974782
nyc_tlc_yellow_202501_202603_manhattan,weekend,11,4,20,54198,683492,0.07929573
nyc_tlc_yellow_202501_202603_manhattan,weekend,11,5,25,54107,683492,0.07916259
nyc_tlc_yellow_202501_202603_manhattan,weekend,11,6,30,54884,683492,0.0802994
nyc_tlc_yellow_202501_202603_manhattan,weekend,11,7,35,57337,683492,0.08388833
nyc_tlc_yellow_202501_202603_manhattan,weekend,11,8,40,60306,683492,0.0882322
nyc_tlc_yellow_202501_202603_manhattan,weekend,11,9,45,63351,683492,0.09268726
nyc_tlc_yellow_202501_202603_manhattan,weekend,11,10,50,63800,683492,0.09334418
nyc_tlc_yellow_202501_202603_manhattan,weekend,11,11,55,62034,683492,0.09076039
nyc_tlc_yellow_202501_202603_manhattan,weekend,12,0,0,60619,767455,0.07898704
nyc_tlc_yellow_202501_202603_manhattan,weekend,12,1,5,62128,767455,0.08095328
nyc_tlc_yellow_202501_202603_manhattan,weekend,12,2,10,62623,767455,0.08159827
nyc_tlc_yellow_202501_202603_manhattan,weekend,12,3,15,64018,767455,0.08341597
nyc_tlc_yellow_202501_202603_manhattan,weekend,12,4,20,63494,767455,0.08273319
nyc_tlc_yellow_202501_202603_manhattan,weekend,12,5,25,62073,767455,0.08088162
nyc_tlc_yellow_202501_202603_manhattan,weekend,12,6,30,62367,767455,0.0812647
nyc_tlc_yellow_202501_202603_manhattan,weekend,12,7,35,62660,767455,0.08164648
nyc_tlc_yellow_202501_202603_manhattan,weekend,12,8,40,65274,767455,0.08505254
nyc_tlc_yellow_202501_202603_manhattan,weekend,12,9,45,67009,767455,0.08731326
nyc_tlc_yellow_202501_202603_manhattan,weekend,12,10,50,67973,767455,0.08856936
nyc_tlc_yellow_202501_202603_manhattan,weekend,12,11,55,67217,767455,0.08758429
nyc_tlc_yellow_202501_202603_manhattan,weekend,13,0,0,66063,811616,0.08139687
nyc_tlc_yellow_202501_202603_manhattan,weekend,13,1,5,67535,811616,0.08321053
nyc_tlc_yellow_202501_202603_manhattan,weekend,13,2,10,68538,811616,0.08444634
nyc_tlc_yellow_202501_202603_manhattan,weekend,13,3,15,68788,811616,0.08475437
nyc_tlc_yellow_202501_202603_manhattan,weekend,13,4,20,68767,811616,0.08472849
nyc_tlc_yellow_202501_202603_manhattan,weekend,13,5,25,67230,811616,0.08283474
nyc_tlc_yellow_202501_202603_manhattan,weekend,13,6,30,67073,811616,0.0826413
nyc_tlc_yellow_202501_202603_manhattan,weekend,13,7,35,67239,811616,0.08284583
nyc_tlc_yellow_202501_202603_manhattan,weekend,13,8,40,67747,811616,0.08347174
nyc_tlc_yellow_202501_202603_manhattan,weekend,13,9,45,68108,811616,0.08391653
nyc_tlc_yellow_202501_202603_manhattan,weekend,13,10,50,67974,811616,0.08375143
nyc_tlc_yellow_202501_202603_manhattan,weekend,13,11,55,66554,811616,0.08200183
nyc_tlc_yellow_202501_202603_manhattan,weekend,14,0,0,65082,802030,0.08114659
nyc_tlc_yellow_202501_202603_manhattan,weekend,14,1,5,65887,802030,0.08215029
nyc_tlc_yellow_202501_202603_manhattan,weekend,14,2,10,66223,802030,0.08256923
nyc_tlc_yellow_202501_202603_manhattan,weekend,14,3,15,67333,802030,0.08395322
nyc_tlc_yellow_202501_202603_manhattan,weekend,14,4,20,66876,802030,0.08338341
nyc_tlc_yellow_202501_202603_manhattan,weekend,14,5,25,65627,802030,0.08182612
nyc_tlc_yellow_202501_202603_manhattan,weekend,14,6,30,65099,802030,0.08116779
nyc_tlc_yellow_202501_202603_manhattan,weekend,14,7,35,66680,802030,0.08313903
nyc_tlc_yellow_202501_202603_manhattan,weekend,14,8,40,68120,802030,0.08493448
nyc_tlc_yellow_202501_202603_manhattan,weekend,14,9,45,69143,802030,0.08620999
nyc_tlc_yellow_202501_202603_manhattan,weekend,14,10,50,68741,802030,0.08570876
nyc_tlc_yellow_202501_202603_manhattan,weekend,14,11,55,67219,802030,0.08381108
nyc_tlc_yellow_202501_202603_manhattan,weekend,15,0,0,66316,808061,0.08206806
nyc_tlc_yellow_202501_202603_manhattan,weekend,15,1,5,66453,808061,0.0822376
nyc_tlc_yellow_202501_202603_manhattan,weekend,15,2,10,66368,808061,0.08213241
nyc_tlc_yellow_202501_202603_manhattan,weekend,15,3,15,66761,808061,0.08261876
nyc_tlc_yellow_202501_202603_manhattan,weekend,15,4,20,65299,808061,0.08080949
nyc_tlc_yellow_202501_202603_manhattan,weekend,15,5,25,64909,808061,0.08032686
nyc_tlc_yellow_202501_202603_manhattan,weekend,15,6,30,64554,808061,0.07988753
nyc_tlc_yellow_202501_202603_manhattan,weekend,15,7,35,67457,808061,0.08348008
nyc_tlc_yellow_202501_202603_manhattan,weekend,15,8,40,68887,808061,0.08524975
nyc_tlc_yellow_202501_202603_manhattan,weekend,15,9,45,70386,808061,0.08710481
nyc_tlc_yellow_202501_202603_manhattan,weekend,15,10,50,70445,808061,0.08717782
nyc_tlc_yellow_202501_202603_manhattan,weekend,15,11,55,70226,808061,0.08690681
nyc_tlc_yellow_202501_202603_manhattan,weekend,16,0,0,69215,853022,0.08114093
nyc_tlc_yellow_202501_202603_manhattan,weekend,16,1,5,69457,853022,0.08142463
nyc_tlc_yellow_202501_202603_manhattan,weekend,16,2,10,69150,853022,0.08106473
nyc_tlc_yellow_202501_202603_manhattan,weekend,16,3,15,70592,853022,0.08275519
nyc_tlc_yellow_202501_202603_manhattan,weekend,16,4,20,68975,853022,0.08085958
nyc_tlc_yellow_202501_202603_manhattan,weekend,16,5,25,68228,853022,0.07998387
nyc_tlc_yellow_202501_202603_manhattan,weekend,16,6,30,69316,853022,0.08125933
nyc_tlc_yellow_202501_202603_manhattan,weekend,16,7,35,70881,853022,0.08309399
nyc_tlc_yellow_202501_202603_manhattan,weekend,16,8,40,72588,853022,0.08509511
nyc_tlc_yellow_202501_202603_manhattan,weekend,16,9,45,75292,853022,0.08826502
nyc_tlc_yellow_202501_202603_manhattan,weekend,16,10,50,75153,853022,0.08810207
nyc_tlc_yellow_202501_202603_manhattan,weekend,16,11,55,74175,853022,0.08695555
nyc_tlc_yellow_202501_202603_manhattan,weekend,17,0,0,73201,899011,0.08142392
nyc_tlc_yellow_202501_202603_manhattan,weekend,17,1,5,73521,899011,0.08177987
nyc_tlc_yellow_202501_202603_manhattan,weekend,17,2,10,73200,899011,0.08142281
nyc_tlc_yellow_202501_202603_manhattan,weekend,17,3,15,74599,899011,0.08297896
nyc_tlc_yellow_202501_202603_manhattan,weekend,17,4,20,73733,899011,0.08201568
nyc_tlc_yellow_202501_202603_manhattan,weekend,17,5,25,71925,899011,0.08000458
nyc_tlc_yellow_202501_202603_manhattan,weekend,17,6,30,72870,899011,0.08105574
nyc_tlc_yellow_202501_202603_manhattan,weekend,17,7,35,74623,899011,0.08300566
nyc_tlc_yellow_202501_202603_manhattan,weekend,17,8,40,76192,899011,0.08475091
nyc_tlc_yellow_202501_202603_manhattan,weekend,17,9,45,79210,899011,0.08810793
nyc_tlc_yellow_202501_202603_manhattan,weekend,17,10,50,78993,899011,0.08786656
nyc_tlc_yellow_202501_202603_manhattan,weekend,17,11,55,76944,899011,0.08558738
nyc_tlc_yellow_202501_202603_manhattan,weekend,18,0,0,76732,933222,0.08222267
nyc_tlc_yellow_202501_202603_manhattan,weekend,18,1,5,77778,933222,0.08334351
nyc_tlc_yellow_202501_202603_manhattan,weekend,18,2,10,77973,933222,0.08355247
nyc_tlc_yellow_202501_202603_manhattan,weekend,18,3,15,79472,933222,0.08515873
nyc_tlc_yellow_202501_202603_manhattan,weekend,18,4,20,77855,933222,0.08342602
nyc_tlc_yellow_202501_202603_manhattan,weekend,18,5,25,75826,933222,0.08125184
nyc_tlc_yellow_202501_202603_manhattan,weekend,18,6,30,75070,933222,0.08044174
nyc_tlc_yellow_202501_202603_manhattan,weekend,18,7,35,76662,933222,0.08214766
nyc_tlc_yellow_202501_202603_manhattan,weekend,18,8,40,78321,933222,0.08392537
nyc_tlc_yellow_202501_202603_manhattan,weekend,18,9,45,80006,933222,0.08573094
nyc_tlc_yellow_202501_202603_manhattan,weekend,18,10,50,80130,933222,0.08586381
nyc_tlc_yellow_202501_202603_manhattan,weekend,18,11,55,77397,933222,0.08293525
nyc_tlc_yellow_202501_202603_manhattan,weekend,19,0,0,75472,857412,0.08802303
nyc_tlc_yellow_202501_202603_manhattan,weekend,19,1,5,75865,857412,0.08848138
nyc_tlc_yellow_202501_202603_manhattan,weekend,19,2,10,75999,857412,0.08863767
nyc_tlc_yellow_202501_202603_manhattan,weekend,19,3,15,76014,857412,0.08865516
nyc_tlc_yellow_202501_202603_manhattan,weekend,19,4,20,73647,857412,0.08589453
nyc_tlc_yellow_202501_202603_manhattan,weekend,19,5,25,71165,857412,0.08299977
nyc_tlc_yellow_202501_202603_manhattan,weekend,19,6,30,68926,857412,0.08038842
nyc_tlc_yellow_202501_202603_manhattan,weekend,19,7,35,69497,857412,0.08105438
nyc_tlc_yellow_202501_202603_manhattan,weekend,19,8,40,69223,857412,0.08073482
nyc_tlc_yellow_202501_202603_manhattan,weekend,19,9,45,69557,857412,0.08112436
nyc_tlc_yellow_202501_202603_manhattan,weekend,19,10,50,67707,857412,0.0789667
nyc_tlc_yellow_202501_202603_manhattan,weekend,19,11,55,64340,857412,0.07503977
nyc_tlc_yellow_202501_202603_manhattan,weekend,20,0,0,62431,728235,0.08572919
nyc_tlc_yellow_202501_202603_manhattan,weekend,20,1,5,62210,728235,0.08542572
nyc_tlc_yellow_202501_202603_manhattan,weekend,20,2,10,61802,728235,0.08486546
nyc_tlc_yellow_202501_202603_manhattan,weekend,20,3,15,62207,728235,0.0854216
nyc_tlc_yellow_202501_202603_manhattan,weekend,20,4,20,60036,728235,0.08244042
nyc_tlc_yellow_202501_202603_manhattan,weekend,20,5,25,58793,728235,0.08073355
nyc_tlc_yellow_202501_202603_manhattan,weekend,20,6,30,59075,728235,0.08112079
nyc_tlc_yellow_202501_202603_manhattan,weekend,20,7,35,59237,728235,0.08134325
nyc_tlc_yellow_202501_202603_manhattan,weekend,20,8,40,60700,728235,0.08335221
nyc_tlc_yellow_202501_202603_manhattan,weekend,20,9,45,61417,728235,0.08433679
nyc_tlc_yellow_202501_202603_manhattan,weekend,20,10,50,60221,728235,0.08269446
nyc_tlc_yellow_202501_202603_manhattan,weekend,20,11,55,60106,728235,0.08253654
nyc_tlc_yellow_202501_202603_manhattan,weekend,21,0,0,58781,709090,0.08289639
nyc_tlc_yellow_202501_202603_manhattan,weekend,21,1,5,59186,709090,0.08346754
nyc_tlc_yellow_202501_202603_manhattan,weekend,21,2,10,59166,709090,0.08343934
nyc_tlc_yellow_202501_202603_manhattan,weekend,21,3,15,58729,709090,0.08282305
nyc_tlc_yellow_202501_202603_manhattan,weekend,21,4,20,57639,709090,0.08128587
nyc_tlc_yellow_202501_202603_manhattan,weekend,21,5,25,57237,709090,0.08071895
nyc_tlc_yellow_202501_202603_manhattan,weekend,21,6,30,57680,709090,0.08134369
nyc_tlc_yellow_202501_202603_manhattan,weekend,21,7,35,59415,709090,0.08379049
nyc_tlc_yellow_202501_202603_manhattan,weekend,21,8,40,60132,709090,0.08480165
nyc_tlc_yellow_202501_202603_manhattan,weekend,21,9,45,60713,709090,0.08562101
nyc_tlc_yellow_202501_202603_manhattan,weekend,21,10,50,60576,709090,0.0854278
nyc_tlc_yellow_202501_202603_manhattan,weekend,21,11,55,59836,709090,0.08438421
nyc_tlc_yellow_202501_202603_manhattan,weekend,22,0,0,59916,722841,0.0828896
nyc_tlc_yellow_202501_202603_manhattan,weekend,22,1,5,61601,722841,0.08522068
nyc_tlc_yellow_202501_202603_manhattan,weekend,22,2,10,61446,722841,0.08500625
nyc_tlc_yellow_202501_202603_manhattan,weekend,22,3,15,60764,722841,0.08406275
nyc_tlc_yellow_202501_202603_manhattan,weekend,22,4,20,59512,722841,0.08233069
nyc_tlc_yellow_202501_202603_manhattan,weekend,22,5,25,58495,722841,0.08092374
nyc_tlc_yellow_202501_202603_manhattan,weekend,22,6,30,59263,722841,0.08198622
nyc_tlc_yellow_202501_202603_manhattan,weekend,22,7,35,59963,722841,0.08295462
nyc_tlc_yellow_202501_202603_manhattan,weekend,22,8,40,60706,722841,0.08398251
nyc_tlc_yellow_202501_202603_manhattan,weekend,22,9,45,60956,722841,0.08432837
nyc_tlc_yellow_202501_202603_manhattan,weekend,22,10,50,60976,722841,0.08435603
nyc_tlc_yellow_202501_202603_manhattan,weekend,22,11,55,59243,722841,0.08195855
nyc_tlc_yellow_202501_202603_manhattan,weekend,23,0,0,58664,654230,0.08966877
nyc_tlc_yellow_202501_202603_manhattan,weekend,23,1,5,58822,654230,0.08991028
nyc_tlc_yellow_202501_202603_manhattan,weekend,23,2,10,58220,654230,0.08899011
nyc_tlc_yellow_202501_202603_manhattan,weekend,23,3,15,56898,654230,0.08696941
nyc_tlc_yellow_202501_202603_manhattan,weekend,23,4,20,55410,654230,0.08469498
nyc_tlc_yellow_202501_202603_manhattan,weekend,23,5,25,53922,654230,0.08242056
nyc_tlc_yellow_202501_202603_manhattan,weekend,23,6,30,53411,654230,0.08163948
nyc_tlc_yellow_202501_202603_manhattan,weekend,23,7,35,53224,654230,0.08135365
nyc_tlc_yellow_202501_202603_manhattan,weekend,23,8,40,53063,654230,0.08110756
nyc_tlc_yellow_202501_202603_manhattan,weekend,23,9,45,52153,654230,0.07971661
nyc_tlc_yellow_202501_202603_manhattan,weekend,23,10,50,50759,654230,0.07758586
nyc_tlc_yellow_202501_202603_manhattan,weekend,23,11,55,49684,654230,0.07594271
